cid	text	author	votes	heart	paid	category	Entext	flair_sent_fast	flair_sent_en	pysent_sent	pysent_emot	pysent_hate	offense
Ugw-NEt0lnAtlqFNMdN4AaABAg	ഞാൻ ഇഷ്ടപ്പെടുന്ന ഉസ്താദ് ഉസ്താദിന് ആരോഗ്യം ആഫിയത്തും നൽകണേ നാഥാഇനിയും ഒരുപാട് കാലം ദീനിനുവേണ്ടി പ്രബോധനം ചെയ്യാൻ ആഫിയത് കൊടുക്കണേ അല്ലാഹ് ആമീൻ യാ റബ്ബൽ ആലമീൻഉസ്താദിന്റെ സ്പീച് എന്നും മനസിന് ഊർജം നൽകും	Siyana Najeeb	30	False	None	Education	Give health and opium to my beloved Ustad O Lord give me opium to preach for Deen for a long time Allah Ameen Ya Rabbal Alameen Ustad's speech will always give energy to the mind.	('POSITIVE', 0.9870801568031311)	('POSITIVE', 0.9965673685073853)	POS:  	joy:  	:	1
Ugxg-o2zniv8UB0M9zF4AaABAg	ഇത് കൊണ്ടൊന്നും തകർക്കാൻ ആവില്ല സുഹൃത്തുക്കളെ ഈ മുതലിനെ തീയാ  ആളി കത്തുവെ ഉള്ളു അണക്കാൻ നോക്കുമ്പോ	AL HAFIZ ANWER MANNANI	41	False	None	Education	You can't break it with anything, friends, if you try to put this crocodile inside the tea pot.	('NEGATIVE', 0.5932480692863464)	('POSITIVE', 0.8124249577522278)	NEU:  	others: 	:	1
UgwIA_7o99EHPMDYPLR4AaABAg	കടങ്ങൾ വീടുവാനും എല്ലാവർക്കും   ആഫിയത്തോടുകൂടിയുള്ള ദീർഗായുസ് ഉണ്ടാവാനും മകൾക് സുഖപ്രസവം ആവാനും ദുആ ചെയ്യണം ഉസ്താദേ	Moideen Kutty	36	False	None	Education	Dua should be made for paying off debts, for everyone to have a long life with opium, and for the daughter to have a healthy delivery, Ustad.	('NEGATIVE', 0.7568468451499939)	('NEGATIVE', 0.9987345337867737)	POS: 	others: 	:	1
Ugz1F_Uo-4xnbbiQtIt4AaABAg	ഈ കുടുംബത്തിന്റെ സന്തോഷത്തിൽ പങ്കുചേരാൻ എനിക്കും അവസരം കിട്ടി  എനിക്ക് ഏറെ പ്രിയപ്പെട്ട വ്യക്തിയാണ് അലിയാർ ഉസ്താദും അദ്ദേഹത്തിന്റെ മക്കൾ സുഫിയാനും സജാദും  ദൈവം അനുഗ്രഹിക്കട്ടെ ആ കുടുംബത്തെ	Thomas Joseph	63	True	None	Education	Aliyar Ustad and his children Sufiyan and Sajad are my dearest person and I got the opportunity to share in the happiness of this family. God bless the family.	('POSITIVE', 0.9920390844345093)	('POSITIVE', 0.9907246232032776)	POS: 	joy: 	:	1
UgwrZH8llfyHPgO2TB94AaABAg	വാപ്പ മദ്യവിചിട്ടു വരുമ്പോൾ ഞങ്ല്ക്കും ഉമ്മനും സമാധാനം ഇല്ല സമാധാനം ഉന്ദകുവൻ ഉസ്താദ് ദുആ ചെയ്യണം 	Shukoor Shukoor	1	True	None	Education	When Wappa comes drunk, there is no peace for us and Oommen.	('NEGATIVE', 0.9292411208152771)	('NEGATIVE', 0.9175809025764465)	NEG: 	others: 	:	1
Ugx4RSCVuBrbdb9mxt94AaABAg	എത്രയോ പണ്ഡിതരുടെ വയള് ഞാൻ കേട്ടിട്ടുണ്ട് അബൂബക്കർ ഉസ്താതിന്റെ വയളിന്റെ ഷൈലി ബയങ്കര ഹൃദ്യമാണ് ശരിക്ക് മനസിൽ തട്ടും റബ്ബ് ആഫിയത്തുള്ള ദീർഗായുസ്സ് അദ്ധേഹത്തിനും നമുക്കും നൽകട്ടേ	Moydu Pmoydu	48	False	None	Education	I have heard the viol of so many scholars. The style of the viol of Abu Bakr Ustad is very heartwarming. May God grant him and us long life.	('POSITIVE', 0.9946215152740479)	('POSITIVE', 0.9968200922012329)	NEU: 	joy: 	:	1
UgztOqZ2zwVHdPSwevx4AaABAg	ഇബ്ലീസിന്റെ ഭരണം ആണ് ഇപ്പോൾ നമ്മൾ എല്ലാവരും ഒത്തു നിന്നാൽ നമ്മൾക്കു പ്രതിരോധിക്കാം പ്രതികരിക്കണം നമ്മൾ നമ്മുടെ മക്കൾക്ക് വേണ്ടി അവരെ തീവ്രവാദി എന്ന് മുദ്ര കുത്തപെടാതിരിക്കാൻ പടച്ചോൻ ആഫിയത്ത് നൽകട്ടെ - ആമീൻ	Shanif Muhammed	12	False	None	Education	This is the rule of Iblis now if we all come together we can defend ourselves and respond we should give Patachon opiate for our children so that they are not branded as terrorists - Ameen	('POSITIVE', 0.721126914024353)	('POSITIVE', 0.6429282426834106)	NEU: 	others: 	:	1
UgzKnfGwyolM_ObziOZ4AaABAg	അസ്സലാമുഅലൈക്കും വറഹ്മതുള്ളാഹിവബറകാതുഹുഅൽഹംദുലില്ലാ  പരിശുദ്ധമായ റബീഉൽ അവ്വൽ മാസത്തിൽ ആണല്ലോ നാമെല്ലാം നിലകൊള്ളുന്നത്  മുത്ത് നബിയെ ഒരുപാട് കണ്ട് സ്നേഹിക്കുവാനും ഒരുപാട് മദ്ഹുകൾ പറയുവാനും എല്ലാത്തിലും ഉപരിയായി ആ പുണ്യ നബിയെ ജീവിതത്തിൽ പകർത്തി സ്വർഗ്ഗത്തിൽ കടക്കുന്നവരുടെ കൂട്ടത്തിൽ അല്ലാഹു നമ്മളെ ഉൾപ്പെടുത്തു മാറാകട്ടെ നമ്മുടെ ക്ലാസ്സുകൾ നിത്യമായി കാണുന്ന ഒരുപാട് മുഅ്മിനീങ്ങൾ ഒരുപാട് ആവശ്യങ്ങൾ പറഞ്ഞ് ദുആ വസിയ്യത്ത് ചെയ്തിട്ടുണ്ട് ഓരോരുത്തർക്കും കമന്റ് ലൂടെ മറുപടി പറയാൻ ബുദ്ധിമുട്ടായതിനാൽ ആണ് ഈ ദുആ ഇവിടെ ചേർക്കുന്നത് കരുണയുള്ള പടച്ചവൻ നമ്മളോട് ദുആ കൊണ്ട് വസിയത്ത് ചെയ്ത മുഴുവൻ ആളുകളുടെയും എല്ലാ പ്രയാസങ്ങളും എല്ലാ പ്രശ്നങ്ങളും എല്ലാ ദുരിതങ്ങളും എല്ലാ രോഗങ്ങളും എല്ലാ സങ്കടങ്ങളും അവന്റെ വിശാലമായ റഹ്മത്ത് കൊണ്ട് മാറ്റി തന്ന് അനുഗ്രഹിക്കട്ടെ ക്യാൻസർ പോലോത്ത ബ്രെയിൻ ട്യൂമർ പോലോത്ത ഒരുപാട് മാരക അസുഖങ്ങൾ കൊണ്ട് ബുദ്ധിമുട്ടുന്ന പല ആളുകൾ മാസങ്ങളായി ഹോസ്പിറ്റലിൽ കഴിയുന്നവർ ദിവസങ്ങളായി വെന്റിലേറ്റർ ഇൽ കഴിയുന്നവർ അല്ലാഹു എല്ലാവർക്കും പരിപൂർണ്ണ ശിഫ പ്രധാനം ചെയ്യട്ടെ നമ്മുടെയും നമ്മുടെ കുടുംബത്തെയും നമ്മുടെ ബന്ധുമിത്രാദികളെയും എല്ലാവിധ ചെറുതും വലുതുമായ രഹസ്യവും പരസ്യവുമായ രോഗങ്ങളെ തൊട്ട് അല്ലാഹു രക്ഷപ്പെടുത്തട്ടെജോലി ഇല്ലാത്തവർ മക്കളില്ലാത്തവർവാഹനം ഇല്ലാത്തവർ വീടില്ലാത്തവർനല്ല ഇണയെ കിട്ടാത്തവർ അല്ലാഹു തആല എല്ലാവർക്കും ഖയ്റായ സമയത്ത് ഖയ്റായതിനെ നൽകി അനുഗ്രഹിക്കട്ടെ നമ്മുടെ മക്കളെ എല്ലാം അല്ലാഹു സ്വാലിഹീങ്ങളും സ്വാലിഹാത്ത് കളും ആകട്ടെ വിദേശത്തുള്ള നമ്മുടെ പ്രവാസികളായ സഹോദരങ്ങൾ അല്ലാഹു അവരുടെ വീടുകളിലും അവരുടെ ജോലികളിലും ബർക്കത്ത് നൽകട്ടെ നമ്മളിൽ നിന്നും ആരെല്ലാം  മരണപ്പെട്ടുപോയോ മുഴുവനാളുകൾക്കും അല്ലാഹു സ്വർഗം നൽകട്ടെ മരിക്കുന്നതിനുമുമ്പ് മുത്ത് നബി സ്വല്ലല്ലാഹു അലൈഹി വസല്ലമ തങ്ങളെ സ്വപ്നത്തിൽ കാണാൻ അല്ലാഹു വിധിയെ ആകട്ടെ ആമീൻ	Arshad Badri Vaduthala	24	True	None	Education	Assalamualaikum Warahmatullahiwabarakatuhualhamdulillah is in the holy month of Rabiul Awwal. We all stand to see and love the Prophet Muth a lot and say a lot of praises. Above all, may Allah make us among those who copy the Holy Prophet in our lives and enter heaven. Many believers who watch our classes every day have made a dua and bequeathed to each one of them through comments. This dua is added here may the merciful creator bless us all the difficulties, all the problems, all the miseries, all the diseases and all the sorrows of all the people who bequeathed us with the dua and bless them with his vast mercy. Let perfect Shifa be important to everyone and our family May Allah save my relatives from all kinds of small and big, secret and public diseases. Those who are jobless, those who have no children, those who do not have vehicles, those who are homeless, those who do not have a spouse. May heaven grant that Muth Nabi sallallahu alaihi wasallam see them in a dream before they die, may Allah grant them fate, Ameen.	('POSITIVE', 0.9972544312477112)	('POSITIVE', 0.9941574335098267)	POS:  	joy: 	:	1
UgxmixJVEnrIhylSQQx4AaABAg	അസ്സലാമുഅലൈക്കും വറഹ്മതുള്ളാഹിവബറകാതുഹു അൽഹംദുലില്ലാ  പരിശുദ്ധമായ റബീഉൽ അവ്വൽ മാസത്തിൽ ആണല്ലോ നാമെല്ലാം നിലകൊള്ളുന്നത്  മുത്ത് നബിയെ ഒരുപാട് കണ്ട് സ്നേഹിക്കുവാനും ഒരുപാട് മദ്ഹുകൾ പറയുവാനും എല്ലാത്തിലും ഉപരിയായി ആ പുണ്യ നബിയെ ജീവിതത്തിൽ പകർത്തി സ്വർഗ്ഗത്തിൽ കടക്കുന്നവരുടെ കൂട്ടത്തിൽ അല്ലാഹു നമ്മളെ ഉൾപ്പെടുത്തു മാറാകട്ടെ നമ്മുടെ ക്ലാസ്സുകൾ നിത്യമായി കാണുന്ന ഒരുപാട് മുഅ്മിനീങ്ങൾ ഒരുപാട് ആവശ്യങ്ങൾ പറഞ്ഞ് ദുആ വസിയ്യത്ത് ചെയ്തിട്ടുണ്ട് ഓരോരുത്തർക്കും കമന്റ് ലൂടെ മറുപടി പറയാൻ ബുദ്ധിമുട്ടായതിനാൽ ആണ് ഈ ദുആ ഇവിടെ ചേർക്കുന്നത് കരുണയുള്ള പടച്ചവൻ നമ്മളോട് ദുആ കൊണ്ട് വസിയത്ത് ചെയ്ത മുഴുവൻ ആളുകളുടെയും എല്ലാ പ്രയാസങ്ങളും എല്ലാ പ്രശ്നങ്ങളും എല്ലാ ദുരിതങ്ങളും എല്ലാ രോഗങ്ങളും എല്ലാ സങ്കടങ്ങളും അവന്റെ വിശാലമായ റഹ്മത്ത് കൊണ്ട് മാറ്റി തന്ന് അനുഗ്രഹിക്കട്ടെ ക്യാൻസർ പോലോത്ത ബ്രെയിൻ ട്യൂമർ പോലോത്ത ഒരുപാട് മാരക അസുഖങ്ങൾ കൊണ്ട് ബുദ്ധിമുട്ടുന്ന പല ആളുകൾ മാസങ്ങളായി ഹോസ്പിറ്റലിൽ കഴിയുന്നവർ ദിവസങ്ങളായി വെന്റിലേറ്റർ ഇൽ കഴിയുന്നവർ അല്ലാഹു എല്ലാവർക്കും പരിപൂർണ്ണ ശിഫ പ്രധാനം ചെയ്യട്ടെ നമ്മുടെയും നമ്മുടെ കുടുംബത്തെയും നമ്മുടെ ബന്ധുമിത്രാദികളെയും എല്ലാവിധ ചെറുതും വലുതുമായ രഹസ്യവും പരസ്യവുമായ രോഗങ്ങളെ തൊട്ട് അല്ലാഹു രക്ഷപ്പെടുത്തട്ടെജോലി ഇല്ലാത്തവർ മക്കളില്ലാത്തവർവാഹനം ഇല്ലാത്തവർ വീടില്ലാത്തവർനല്ല ഇണയെ കിട്ടാത്തവർ അല്ലാഹു തആല എല്ലാവർക്കും ഖയ്റായ സമയത്ത് ഖയ്റായതിനെ നൽകി അനുഗ്രഹിക്കട്ടെ നമ്മുടെ മക്കളെ എല്ലാം അല്ലാഹു സ്വാലിഹീങ്ങളും സ്വാലിഹാത്ത് കളും ആകട്ടെ വിദേശത്തുള്ള നമ്മുടെ പ്രവാസികളായ സഹോദരങ്ങൾ അല്ലാഹു അവരുടെ വീടുകളിലും അവരുടെ ജോലികളിലും ബർക്കത്ത് നൽകട്ടെ നമ്മളിൽ നിന്നും ആരെല്ലാം  മരണപ്പെട്ടുപോയോ മുഴുവനാളുകൾക്കും അല്ലാഹു സ്വർഗം നൽകട്ടെ മരിക്കുന്നതിനുമുമ്പ് മുത്ത് നബി സ്വല്ലല്ലാഹു അലൈഹി വസല്ലമ തങ്ങളെ സ്വപ്നത്തിൽ കാണാൻ അല്ലാഹു വിധിയെ ആകട്ടെ ആമീൻ	Arshad Badri Vaduthala	29	True	None	Education	Assalamualaikum Warahmatullahiwabarakatuhu Alhamdulillah is in the holy month of Rabiul Awwal. We all stand to see and love the Prophet Muth a lot and say a lot of praises. Above all, may Allah make us among those who will copy that holy Prophet in their lives and enter heaven. This dua is added here. May the merciful creator bless us with all the hardships, all the problems, all the miseries, all the diseases and all the sorrows of all the people who have bequeathed us with this dua. May Allah bless us and our family with perfect healing May Allah save my relatives and friends from all kinds of small and big secret and public diseases. Those who have no job, those who do not have children, those who do not have vehicles, those who are homeless, those who do not have a spouse. May heaven grant that Muth Nabi sallallahu alaihi wasallam see them in a dream before they die, may Allah grant them fate, Ameen.	('POSITIVE', 0.9970446228981018)	('POSITIVE', 0.9896785020828247)	POS: 	joy: 	:	1
UgyKeSuykpuagG7rNMx4AaABAg	വെള്ളിയാഴ്ച ദിവസം ഇത് പതിവായി ഓതിയാൽ വളരെ വലിയ പ്രതിഫലങ്ങൾ ഉണ്ടെന്ന് മഹാൻമാർ പരിചയപ്പെടുത്തിയ ബൈത്ത്                    (എന്റെ രക്ഷിതാവേ പരിശുദ്ധമായ സ്വർഗ്ഗത്തിലെ അവകാശിയാകാൻ ഞാൻ അർഹനല്ല എന്നാൽ കത്തിക്കാളുന്ന നരകത്തിൽ പ്രവേശി യുവാൻ എനിക്ക് കഴിയില്ല അതിനാൽ നിന്റെ ഓശാരമായി എനിക്ക് തൗബ നൽകണേ അതോടൊപ്പം എന്റെ പാപങ്ങൾ പൊറുത്തു നൽകണേ) പടച്ചവൻ നമ്മളോട് ദുആ കൊണ്ട് വസിയ്യത്ത് ചെയ്ത മുഴുവൻ പേരുടെയും പ്രയാസങ്ങളും പ്രശ്നങ്ങളും മാറ്റി സുഖവും സന്തോഷവും സമാധാനവും പ്രധാനം ചെയ്യട്ടെ രോഗങ്ങൾ അല്ലാഹുതആല ശിഫ ആകട്ടെ മരണപ്പെട്ടു പോയവർക്ക് അല്ലാഹു മഗ്ഫിറത്ത് നൽകട്ടെ നമ്മുടെ എല്ലാവരുടെയും ഹലാലായ മുറാദുകൾ അല്ലാഹു ഹാസിലാക്കു മാറാകട്ടെ ആമീൻ 	Musiland Islamic Channel New Islamic Speech	34	False	None	Education	The Bait (My Lord, I do not deserve to be an heir of the Holy Heaven, but I cannot enter the burning hell, so grant me tauba as your help and also forgive my sins) who made the Bait, which was introduced by the greats, has great rewards if recited regularly on Fridays. May comfort, happiness and peace be the most important. May Allah heal diseases. May Allah grant forgiveness to those who have passed away.	('POSITIVE', 0.9240860342979431)	('POSITIVE', 0.9851574897766113)	NEU: 	others: 	:	1
Ugz8psiw40xioVX9Dvp4AaABAg	ഉസ്താദ് നിങ്ങൾക് ഇനിയും ഇതിൽ അധികവും ഉച്ചതിൽ സംസാരിക്കാൻ നാഥൻ തുണകട്ടെ  	Nassar Nassar	26	False	None	Education	May God help you, Ustad, to speak louder than this	('POSITIVE', 0.8923594355583191)	('NEGATIVE', 0.993575394153595)	NEU:  	others: 	:	1
Ugz6ZM1_rZ7EBsxN7JV4AaABAg	ഏത് ദൈവം പറഞ്ഞാലും സ്വന്തം പ്രാണനായ കുഞ്ഞിനെ ബലിയറുക്കാൻ പിശാചിനല്ലാതെ മനുഷ്യനായി ജനിച്ചവർക്ക് സാധിക്കില്ല അങ്ങിനെ ഒരു ഇൻസിഡന്റ് കാരണം എത്ര ജീവനുകളാ ആടിന്റെ രൂപത്തിൽ ബലിനൽകുന്നത് ഈ അല്ലാഹുവിന് നല്ല ദിവസ്സങ്ങളിൽ ചോര കണ്ടാലേ തൃപ്തിയാകൂ എന്നു തോന്നുന്നു	R.J Nair	2	False	None	Education	No matter what God says, it is not possible for anyone born as a human except the devil to sacrifice his own soul child, so it seems that Allah will be satisfied if he sees blood in the form of a goat because of such an incident.	('NEGATIVE', 0.762570858001709)	('NEGATIVE', 0.9068576097488403)	NEU: 	others: 	:	1
UgxGiIWWLSfDjPkiYcR4AaABAg	ഇത് പോലെ ദീനിന് വേണ്ടി ഇനിയും ആർജവത്തോടെ ഉശിരോടെ സംസാരിക്കാൻ  ദീർഘായുസ്സ് നൽകട്ടെ  ആമീൻ	sulaiman kunnathparampile	26	False	None	Education	May God grant us long life to speak for Deen like this, Ameen	('POSITIVE', 0.9886988997459412)	('POSITIVE', 0.992037296295166)	POS: 	joy: 	:	1
Ugx5O42ywLWQJz1QacZ4AaABAg	ഉസ്താതിന് ആഫീയത്ത് ഉള്ള ആരോഗ്യവും ദീർഗായുസ് ഉണ്ടാവട്ടെ ആമീൻ	Shabna Shabna	23	False	None	Education	May Ustad have health and long life with opium, Amen	('POSITIVE', 0.9461522102355957)	('NEGATIVE', 0.6527483463287354)	POS: 	others:  	:	1
Ugwh1njVhQKqou5aKEx4AaABAg	കണ്ണ് നിറയാതെ ഇത് കേൾക്കാൻ ആവില്ലഅല്ലാഹ്  ഞങ്ങളുടെ ഉപ്പമാർക്ക് നീ ആഫിയത്തും ആരോഗ്യവും നൽകണേ	Maimoona Chalil	11	False	None	Education	I can't listen to this without my eyes filling up. May Allah give us opium and health	('NEGATIVE', 0.9007843136787415)	('POSITIVE', 0.9296936392784119)	NEG:  	others: 	:	1
UgwKHtQonQNMiblaf3d4AaABAg	ഇതിന്റ തുടർച്ച കേൾക്കാൻ കാത്തിരുന്നു അല്ലാഹുസ്വീകരിക്കട്ടെ   ആമീൻ  വളരെ നല്ല അവതരണം	Rasheed Chappathi	3	False	None	Education	Waiting to hear the continuation of this and may God bless you, Ameen, very good presentation	('POSITIVE', 0.9972354769706726)	('POSITIVE', 0.9870917797088623)	POS: 	joy: 	:	1
UgzKBCbUJgwXOkaHXLt4AaABAg	മുഅമിനായി മരിക്കാൻ നമുക്കെല്ലാവർക്കും അല്ലാഹുതൗഫീഖ്നൽകട്ടെ ആമീൻ യാ റബ്ബൽ ആലമീൻ	anha fathima	7	False	None	Education	May Allah grant us all to die for Mu'am Ameen Ya Rabbal Alameen.	('POSITIVE', 0.7988104224205017)	('POSITIVE', 0.9022305607795715)	NEU: 	joy: 	:	1
UgyO3NBrXKjt0px5gAZ4AaABAg	 മാഷാ അല്ലാഹ്കണ്ണു നിറഞ്ഞു പോയത് എന്റെ മാത്രമാണോ അൽഹംദുലില്ലാഹ്അല്ലാഹുവേ ഞങ്ങൾക്ക് നീ ഈമാനോട് കൂടി ജീവിച്ചു മരിക്കുവാനുള്ള തൗഫീഖ് നൽകണേ പടച്ചവനെആമീൻ യാറബ്ബൽ ആലമീൻ	Rafi Ahamed	10	False	None	Education	Masha Allah Am I the only one who got teary eyed Alhamdulillah Allah grant us taufeeq to live and die with faith Ameen Yarabbal Alameen	('POSITIVE', 0.9967196583747864)	('POSITIVE', 0.8040274977684021)	POS: 	sadness: 	:	1
UgyK1dbcUEtkObMRIal4AaABAg	ദൈവം പ്രണയമല്ല ദൈവം ഭക്ഷണമാണ് വിശക്കുന്നവന് ഭക്ഷണം കൊടുത്താൽ അവർ പറയും ആരാണ് ദൈവം എന്ന്	SARAN ANIL	728	False	None	Education	God is not love God is food If you give food to a hungry person they will say who is God	('POSITIVE', 0.9862601161003113)	('POSITIVE', 0.5661673545837402)	NEU:  	others: 	:	1
Ugx6uvMO7_yKprSKHMt4AaABAg	ഫിറോസിക്കയാണ് ശരിദേശീയ പക്ഷിയെ കൊല്ലരുത് എന്ന് പറഞ്ഞവരെ എല്ലാം സംഘപരിവാർ അനുഭാവികൾ ആക്കി മുദ്രകുത്തി മുതലെടുപ്പ് നടത്താൻ ശ്രമിച്ചവർ ആരായിഇക്കയും അത് തന്നെയാണ് പറഞ്ഞത്ഫിറോസിക്കയാണ് ശരി 	Aswin Madappally	1.2K	False	None	Education	Firozika is right Whoever said that they should not kill the national bird and tried to take advantage of them by branding them as Sangh Parivar supporters, Firozika is right.	('NEGATIVE', 0.6036508679389954)	('NEGATIVE', 0.9876996278762817)	NEU: 	others: 	:	1
UgxG4-3qtJuWInLh8oF4AaABAg	നട്ടപ്പാതിരക്ക് മനുഷ്യനെ പേടിപ്പിക്കാൻ അവൻ എത്തിയിരിക്കുകയാണ് സുഹൃത്തക്കളേ 	Anurag Talks	2.7K	True	None	Education	Friends, he is here to scare the crap out of man	('NEGATIVE', 0.9273991584777832)	('POSITIVE', 0.9997503161430359)	NEG: 	fear: 	:	1
UgyB-n3NOXUAIqU-bUV4AaABAg	ഞങ്ങടെ നാട്ടിലും ഇതുപോലെ കാറിന്റെ മുന്നിൽ ചാടുന്ന ഒരു അമ്മാവൻ ഉണ്ടാർന്നു (കുടിച്ചിട്ട് ) പാവം മരിച്ചുപോയി നല്ല മനുഷ്യനായിരുന്നു 	Meesha madhavan 2.0	838	False	None	Education	In our country too, there was an uncle who jumped in front of the car like this (drunken) and the poor man died and was a good man.	('NEGATIVE', 0.8765396475791931)	('POSITIVE', 0.807989239692688)	NEG:  	sadness: 	:	1
UgzVUe9CoxYNkTZDScR4AaABAg	അമ്മയ്ക്ക് വിഷം കുറച്ചേ ചെന്നൊള്ളു കാരണം അമ്മമാരുടെ സ്നേഹം അതാണ് ഇഷ്ടം ഒള്ള സാധനം ആണ് എങ്കിലും മക്കൾക്കും ഭർത്താവിനും കഴിക്കാൻ കൊടുക്കും കുറച്ചു മാത്രമേ കഴിക്കു	PAVI SANKAR	2.2K	True	None	Education	A little bit of poison went to the mother because the mother's love is the thing she likes, but she gives it to her children and husband to eat, but they only eat a little.	('NEGATIVE', 0.688474178314209)	('NEGATIVE', 0.9981770515441895)	NEU: 	others: 	:	1
Ugwa02NYXgizdJ3n8-x4AaABAg	ഈ വീഡിയോ കാണുന്ന ഞാനില്ലേഇത് ഞാനല്ല ശെരിക്കുമുള്ള ഞാൻ വേറെ എവിടെയോ ആണ്തടിച്ചു കൊഴുത്തു നല്ല ഒരു കുട്ടപ്പനായി അങ്ങിനെ അങ്ങിനെ 	Adhil Jabbar	1.1K	True	None	Education	Am I not the one who is watching this video? It's not me. I went somewhere else and got fat and became a good boy like that.	('NEGATIVE', 0.9982560276985168)	('NEGATIVE', 0.9997536540031433)	NEU: 	others: 	:	1
UgzGyo1LGurJjd3k6UV4AaABAg	കൂപ്പറ് സൂപ്പറാഒരു സമാധാനം തോന്നിയത് മൂപ്പര് ആരെയും കൊന്നില്ല ലോനല്ല അവതരണം ബ്രോ	saphia backer	136	True	None	Education	Cooper Super felt a sense of peace, the elder didn't kill anyone, not a loan, presentation bro	('POSITIVE', 0.7879892587661743)	('POSITIVE', 0.9837718605995178)	NEU: 	others: 	:	1
Ugz00vinHgPMT08NvHN4AaABAg	അവിടുത്തെ പെണ്ണിനെ കെട്ടണം എന്നിട് അവളെ ഇന്ത്യയിൽ കൊണ്ട് വന്ന് ഹാപ്പി ആയി നോക്കണം ഈ സ്വഭാവം വച് ഞാൻ അവളുടെ മുന്നിൽ ദൈവം ആയിരിക്കും	Abhi S Prasad	1.3K	False	None	Education	If you want to tie your girl, bring her to India and make her look happy. I will be God in front of her.	('POSITIVE', 0.9914503693580627)	('POSITIVE', 0.9986729621887207)	POS:  	joy: 	:	1
UgyNrStETdHPq_NJVM54AaABAg	ഈ ലോകം പടച്ചു പരിപാലിക്കുന്ന അള്ളാഹു വിന് ആരെ എങ്ങനെ ആക്കാനും സാധിക്കും ഇന്നത്തെ ഇസ്ലാമിന്റെ ശത്രുക്കൾ നാളെ അവന്റെ വിധിവിലക്കുകൾ അനുസരിച്ചു ജീവിച്ചു ഈമാൻ കിട്ടി മരിക്കുന്നവരാകാം എന്നാൽ ഒരു മുസ്ലിം ആയി ജനിച്ചു വളർന്ന ആൾ പടച്ചോനെ ധിക്കരിച്ച് കുടുമ്പത്തിനും നാടിനും ഉപകാരമില്ലാതെ മരിച്ചു പോകുന്നു ആരെ നന്നാക്കാനും നശി പിക്കാനും റബ്ബിനെ കഴിയു	Musthafa Mani	3	False	None	Education	How can Allah, the creator and maintainer of this world, make anyone? Today's enemies of Islam may live according to His decrees and die tomorrow, but a person who was born and brought up as a Muslim defies God and dies without benefit to his family and country.	('POSITIVE', 0.8878312706947327)	('NEGATIVE', 0.9989057779312134)	NEG:  	others: 	:	1
UgxlVG-vB4olRXLQkkJ4AaABAg	ഇന്ത്യയുടെ  നമ്മുടെ എല്ലാ കാവൽ ഭടന്മാർക്കും ദൈവത്തിന്റെ അനുഗ്രഹം ഉണ്ടാകട്ടെ	Sameer Sameerkp	15	False	None	Education	May God bless all our Guardsmen of India	('POSITIVE', 0.9644598960876465)	('POSITIVE', 0.9974080920219421)	POS: 	joy: 	:	1
UgwNMjCmgW88qVtJtyJ4AaABAg	അൽഹംദുലില്ലാഹ്ഞങ്ങൾക്കും പോകാൻ വിധി കൂട്ടല്ലാഹ് 	Emmu Manu2018	10	False	None	Education	Alhamdulillah God bless you	('POSITIVE', 0.9666852951049805)	('POSITIVE', 0.9955032467842102)	POS: 	joy: 	:	1
Ugy20g-Ihu0qiQNlK7p4AaABAg	അൽഹംദുലില്ലാഹ് നാഥൻ തുണക്കട്ടെ	Saidalavi Pk	3	False	None	Education	Alhamdulillah God bless you	('POSITIVE', 0.9666852951049805)	('POSITIVE', 0.9955032467842102)	POS: 	joy: 	:	1
